floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,完美恩典,yslcs55555,2022-11-25 05:49:52,"
第一次完成了一個結局，記念一下。
",11,0
2,UFO,zero90012,2022-11-25 20:52:57,我也是玩出這個結局，只是最後傭兵等級49以下心得命運的螺旋就像在玩單機遊戲，重複玩看不同劇情拿成就拿希望結晶開科技而且已經看過的劇情，不是全部都能跳過的重複開場全部資源都要重頭來如果其他的資源如：角色裝備，戰術等級，療養院恢復量，訓練減少回合數等等都能重複繼承的話重複刷最少就會快一點不然重複刷劇情真的很煩很累等交錯世界內容全開體驗都體驗過後再來就看看正式服上市後整體的內容如何,1,0
3,冠,blue11233,2022-11-25 22:32:34,"
好不容易打完結局
",0,0
4,完美恩典,yslcs55555,2022-11-27 00:15:04,"
失敗了，這結局真討厭。
",0,0
5,完美恩典,yslcs55555,2022-11-28 02:16:19,又失敗了，沒完成主要任務100%的失敗結局。,1,0
6,完美恩典,yslcs55555,2022-12-05 03:20:21,"
最後了
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,大野狼,shaia98,2022-12-01 12:20:46,"
最後一個交錯世界的關卡是征服之塔看起來跟天地劫的浮屠城是差不多的東西爬塔拿獎勵不過不知道週期是多久一輪就是了
",4,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,UFO,zero90012,2022-11-28 15:11:28,前言遊戲開服至今剛好滿一個禮拜目前剛滿29等不排除過3-11後再有新系統例如：公會系統不然該開放的除了要過3-17的征服之塔還未開放外其餘都開放了征服之塔大概率就是爬塔拿獎勵就不知道是過一層拿完就沒了還是過完每天可以領固定的獎勵例如：爬完1層每天給一顆晶石10層就10顆或是其他資源之類的遊玩心得優點遊戲畫面的色調是個人很喜愛的畫面用色讓人感覺柔和很舒服音樂方面也算滿意遊戲內容則是分命運螺旋與需要消耗體力關卡兩方面去體驗到劇情的前因後果而命運螺旋中還會因應不同選項導致不同的結局再加上各種養成，儼然算是單機遊戲了，而且劇情中就算是普通的N、R角只要用心培養都能比SR、SSR角來的有用且在遊戲地圖中的各種物品地形，如：炸藥桶、巨石、懸崖、橋邊等，只要利用得當，往往能給於敵方重擊這也相對於如何利用走位誘使敵方往自己預想的方位走，或是在推圖時角色的選擇及技能，又有更多的多樣性如果單論在遊戲劇情中的各種體驗個人是給予幾乎滿分的評價真的能看出有用心在做遊戲缺點命運螺旋中目前並未開放繼承前一輪資源的功能，導致每次重玩都需要重零開始，而且看過的劇情又不是全部都能跳過，或許之後會有相關繼承的科技開放，但有多少人有那耐心刷到那科技，這還是以有科技下去做假設，如果沒有，或是相關科技開在相對後面時，要如何讓玩家有動力持續刷命運螺旋是一大考驗。個人是認為一來重複的劇情可以完全選擇跳過，二來在完成劇情時，已完成的比例下去送實質的獎勵如：水晶、經驗、各式角色裝備、各種升階升等材料，甚至於可以在完全通關後，選擇帶入的那三位角色所拿到的技能，可以在遊戲結束時選擇一個技能帶至原本的角色身上(一個角色最多只能帶N個，超過後，就不再能帶出)，用來刷體力關卡，這樣一來不僅能增加重複輪迴的意願，更能使得同樣角色在不同的玩家手上體現出不同的風貌每日關卡及每日、每周活動方面最大的問題還是在於體力首先升級之後的體力也不會補滿，最大值也不會增加，這樣對於忙碌的玩家，體力溢出就是家常便飯了再來四分鐘一體加早午登入的共480體在現行的版本中，與總體一天能拿到的體力相比，各關卡的體力消耗甚大如果單純只解每日任務到活躍度領30水晶的情況下花費體力200左右就能結束如果要每個關卡都打過一遍，體力是絕對不夠用當然可以選擇先放掉某些關卡或角色，先專心培養某些關卡和角色，來達成體力的平衡但之後開活動體力一定是極缺乏的每日每周活動方面的獎勵就只有完成活躍度才有獎勵而不是玩成一個任務給獎勵與活躍度如果照這發展當全部的資源都挖完後，每天就只有30的水晶，真的是非常的稀少在技能方面在輪迴中看到各式的強力技能，入手的管道在哪，是併在之後的高級裝備上，如果是這樣就要需要重複刷裝備拿技能，還是之後會出活動或是每日關卡刷技能書(可能可以從征服之塔入手)之類的角色抽卡方面是搞不懂為什麼還要出個N卡，簡單的R、SR、SSR，就好，更何況SR的出貨率不低，初期R卡基本上還算堪用的情況下，搞個N卡根本沒意義再來SSR只有2%，如果抽到就算畢業，2%就2%，雖然目前沒保底，但至少問題就不會那麼大現在卻不是抽到就畢業，還有升星需要相同角色1-2要40、2-3要60，照這退推算總共需要40+60+80+100=280以一個SSR40碎片來看，抽滿一隻角色更需要本身以外還要七隻相同的角色換成碎片，滿星共八隻如果SSR重複算70碎片來看，滿星5星，全部也共需要5隻滿星等，再加上有關卡可以刷碎片，似乎會好一些最後角色與裝備經驗方面，希望能做個回收系統，即便已80%回收率左右回收都好，這樣後期拿到的角色或是裝備才不用再全部重新培養以上是個人玩這七天的心得與期許及小小的抱怨,7,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,gaxo,GAXO,2022-11-27 11:53:15,首先很感謝遊戲製作組，製作出這款不是免洗手遊的好遊戲，但是也有我個人認為不好的地方，以下對遊戲優劣的分析純屬個人觀點。優點：1、此款手遊遊戲為回合制戰棋遊戲，在市面上我玩過的也不少，但是這款遊戲確實有用心在製作劇情，就算無課玩家沒辦法追求強度，也可以把劇情看完再退坑。2、角色碎片可以解每日副本獲得，個人估計每一個隊伍（4隻角色）要花半年的時間弄碎片才能升滿，雖然很嚴苛但也算是讓大課長以外的人有機會提升。3、沒了，找不出其它優點。缺點：1、除非去打資源比較少的低等關卡，否則都要靠手動才不會滅團，在沒有掃蕩功能的現況，光是打重複副本來消耗行動力每天就要花2小時左右，這點會在遊戲推出約1個月的時候引發退坑潮。2、角色碎片農半年太久，抽角遊戲通常每隔4個月會大幅提升新角強度，碎片還沒農完就已經倉管啦！3、角色立繪不會動。4、沒了，找不出其它優點。給非大課玩家的建議：1、首抽建議刷出最強角（科爾、薩曼莎）或可以跟免費送的SSR搭配的鈴蘭成員（拉法爾、貝菈）2、參考陸服新出的角色強度，只有極少數超過半年還不會去倉管的強角才抽。3、當你出現把禮包掃光的衝動時，果斷刪除遊戲，也該出新遊戲了。,12,0
2,gaxo,GAXO,2022-11-27 15:51:13,這邊補上首抽建議：遊戲會有一個新手7日活動，第一天解完前四個任務即可獲得一張十抽卷，打完關卡0-10然後把3隻角色升到5級，就可以去領了。 第2～6天送的獎勵都很差，所以抽不好的帳號也不要保留直接洗掉換新的來抽。,3,0
3,巴哈姆特釣竿商人,lucky0417,2022-11-27 23:56:03,"
問，這不是陸服都還沒出嗎怎麼參考的角色強度
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,檸檬,a055421987,2022-11-26 14:59:11,"目前過完第一周目，這篇文章會簡單分享遊戲主要在玩什麼不會多贅述故事劇情遊戲內主要分為兩大核心""樂土""、""命運的螺旋(周目)""樂土就像以往手遊培養角色、收集經驗、天賦點、角色覺醒碎片、武器....等等，推動本篇劇情才能解鎖系統，讓培養的角色進入命運的螺旋，消耗體力過關卡解每日提升主角等級(等於角色的等級上限)命運的螺旋(周目)-只要有鑰匙最主要的遊戲核心，遊戲以本篇故事為主軸，玩家可以透過選擇勢力友好而改變劇情走向，達到輪迴後用不同勢力角度補齊故事全貌，一個章節消耗10鑰匙，通常可連續遊玩不間斷開場前大家可以選擇信物(開場效果)+晶石(附帶效果)以及攜帶三名角色(樂土培養的角色含技能)開場後故事來到小鎮，遊戲改為經營要素的玩法經營包含訓練場(角色培養)、旅館(招募角色)、鐵匠鋪(打造防武)、傭兵之家(恢復角色疲勞).....等等以下是小鎮介面，看似簡單，其實是有場景的並可以角色隨意移動那經營外就是故事劇情的進行及限時任務條件，主要有緊急任務、戰鬥任務、派遣任務改變勢力動向，勢力會影響隨機故事並有機會勢力角色加入主角傭兵團緊急任務主要為主線故事觸發，如果有派置訓練場的角色不會因此不能出場，完成任務一樣會扣疲勞戰鬥任務是以隨機委託方式選擇這周想進行的任務，戰鬥後會給金幣、素材、角色技能、城鎮科技(例鍛造時間減少1周)會扣疲勞，＊如果角色有已派置訓練場無法參與戰鬥派遣任務是可以將不常派上場的角色去收集金幣、素材，無須戰鬥會扣疲勞以下是畫面_每周戰鬥及派遣任務各為1次，隨劇情解鎖派遣上限我在第一周目時會有關鍵選擇是鎖起來的，那未來很期待遊戲開發可以更補充其他勢力互動結束第一周目會給進化點數周目科技盤內可使用進化點數用在解鎖下周目可以附帶的效果(例如每周木材增加5之類)最後沒SSR會不會很難玩?這遊戲有SSR你Auto下去都很難玩，除非等級數值壓制，不然你也可能看到自己隊友擊退敵人把其他隊友撞死或者搓爆筒互相傷害SSR的特色在""個性""，技能要強勢也有，爛的也有建議兵種相剋為優先並利用地形運用、戰術運用、推落敵人，主角的存在就是放戰術那技能分為普攻(一般攻擊)、反應(例如被攻擊時反擊或減傷......等等)、技能3格(主動、被動、瞬發)共5格，可塞3主動或2主動1被動例如SR舞孃蝴蝶可以換位+擊退+回合結束群體增益，滿好用的還有命運的螺旋(周目)內旅館招募，是可以招募到路人SSR的，在輪迴模式內有特訓項目3格但是別小看路人，他們選到好的傳說技能跟特訓項目比你抽到SSR還好用舉例：目前我第一周目路人弓手抽到晶石瓶(群體感染扣%血量)+特訓項目學感染傷害提升以及瞬間觸發感染爆發，一群血量厚的敵軍都一次幾乎半血，且敵軍行動時又會扣麥莎使用被動守護，特訓項目為被擊回血%血、行動結束回血、開場已方最低血量回血+移除1個減益，他就是一直幫隊友擋傷害又回血又可以幫人補的角色我目前實際遊玩下來，劇情文本還需要大量翻譯，有些技能沒效果或者使用後錯位，問題都還好結論：遊戲是值得期待以上為台版CBT簡單介紹，我繼續第二周目了",10,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,大野狼,shaia98,2022-11-26 11:14:33,"
在打升階寶石的關卡會有這種卡片出現不過指上去都沒有說明只能吃了再看角色身上的buff目前我只知道兩種戰車之速(橘紅色?)：紫色：擊殺後可以再次行動，限一次(沒截圖)藍色(不能吃)：歡迎大家補完?
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,Rex,lovedrunk,2022-11-24 23:16:25,完成度要高於夢戰、天地劫戰略要素基本還是得思考一下地形、相剋、障礙物等內容充足，要農要打的要素很多估計是有點耗時間劇情畫面也OK，打起來技能爽度音效也都蠻到位的但卡體力蠻小氣的現在就是希望逼課程度不要太高...玩到1章結束系統貌似還沒開完PVP沒見到是好事,2,0
2,月月,qawsedczx285,2022-11-25 09:54:39,"
只希望可以出掃蕩...
",3,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,哈勒乂兒,coolboy86842,2022-11-22 13:12:42,基本上進去首抽保底盾牌妹SSR一個加九個雜魚然後信箱有送50抽我只抽到一個SSR。然後這遊戲有常見突破系統...但是！但是！！但是！！！很重要說三次我同一個SR抽到三次只有30碎片但是突破一突就要40就算SSR需求也一樣。我只能希望他這個可以農碎片或是降低需求，不然這個課金力度應該大部分的人受不了。持續遊玩有什麼在補充,6,0
2,哈勒乂兒,coolboy86842,2022-11-22 13:25:30,※ 引述《coolboy86842 (哈勒乂兒)》之銘言基本上遊戲的卡池有SSR SR R 甚至還有N其實我是不排斥機率低但是我不能接受立繪都是雜魚基本上如果你運氣不好在公測妳手下可能抽滿滿N R騎士團還沒組起來 強盜搶匪集團先抽滿了...  只能說如果是主打男性向的話 漂亮妹子真的少。如果要帥哥的話。也真的少。  而且封測 卡池就這麼硬核...,1,0
3,MLLL,MLLL,2022-11-22 14:00:27,"
聖女 好像不錯一回合回血幾次
",0,0
4,胡桃,ss9462316,2022-11-22 14:17:02,運氣很好開局20抽澤維爾.50抽雙蛋黃歌洛莉亞+科爾歌洛莉亞開場自動給隊友加速可幫助短腿隊友 提高推圖速度然後科爾沒意外的話是人權角走5可越過地形 背面.側面殺人後再動望向夢戰雪莉.天地劫冰璃,3,0
5,宅男,hyangming,2022-11-22 14:23:05,"
 阿列很好用的說
",0,0
6,MLLL,MLLL,2022-11-22 14:27:00,"
好像沒有圖鑑。。
",0,0
7,起司濃,nicky4747,2022-11-22 14:30:41,做完問卷還有額外送10抽，我60抽4SSR (最後10抽3蛋黃 麥莎重複其實立繪還不錯，只是包很緊(誤,2,0
8,UFO,zero90012,2022-11-22 14:42:07,"
整體遊戲體驗算不錯由於有升星系統是碎片不是以需要一隻相同的角色就好SSR機率真的是過低關卡體力消耗過多且升級時體力沒有回滿目前就這樣等回體力過之後的關卡再看有什麼新的感想
",0,0
9,嘟嘟嚕,sjyt3996,2022-11-22 15:41:49,"
先不說""抽卡養成""的部分這遊戲的主線,完全沒有草草了事帶過的氛圍,免洗感是零,還以為在玩主機平台的遊戲,很好的沉浸感畫面,音樂,介面UI,戰鬥系統皆屬佳作等級,參在一起就是佳作等級以上的品質沒想到有生之年還可以看到有廠商願意認真做手機遊戲...令人鼻酸,還是中國廠商...
",1,0
10,別看我勇造尻尻,eric930376,2022-11-22 17:14:16,"
想請問這次是刪檔測試嗎
",1,0
11,殫岳吟骸,asps9630,2022-11-22 18:31:13,SR的刺客 看起來沒有比SSR的柯爾差太多 差距大概基礎數值還有階級 SR的階級技能最多只出到9階 SSR的11階還能學個技能抽到就有範圍直線5的技能 手超長 用來遠遠的打火藥桶很好用因為是男角沒練 技能是可以叫兄弟 拓荒應該不錯用就奶媽一個,0,0
12,虛無縹緲,phj52089,2022-11-22 18:53:26,有人推圖會卡嗎？ 1-3永遠卡讀取不給進更新——— 很長跑讀取，換張圖一直跑⋯會玩得很煩躁然後這機率我覺得好恐怖喔10抽1SR都不給,1,0
13,宅男,hyangming,2022-11-22 19:28:18,記下幾點問題（可能是我沒找到）：1、任務獎勵沒有一鍵領取 要逐個點2、畫面色調太暗，戰鬥時如果場地太多物件很混亂3、戰鬥場地視角貌似不能轉，有些移動點來點去也點不到4、還需要吃體力的模式似乎很舊式,0,0
14,鬼殺手,aa0212604139,2022-11-22 22:57:35,"
這隻生存率蠻高的。敵人死就會回血 技能遠距攻擊敵人有死就能一直放
",0,0
15,宅男,hyangming,2022-11-23 13:06:26,繼續整理：1、任務獎勵沒有一鍵領取 要逐個點2、畫面色調太暗，戰鬥時如果場地太多物件很混亂3、戰鬥場地視角貌似不能轉，有些移動點來點去也點不到4、還需要吃體力的模式似乎很舊式5、讀取慢，過場讀取不流暢6、待機按鈕建議和指揮按鈕互換，經常按待機按錯7、 建議增加快進或2x速度按鈕，不用一直按著屏幕,1,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,MLLL,MLLL,2022-11-23 12:46:31,"
我要抽誰都不知道。。。
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,風翔,kiss19820613,2022-11-23 09:34:49,"
昨天一直玩到半夜之後，突然自家的網路斷線，然後之後再玩，讀取時間就很明顯變長了!!我也不確定是官方的問題還是自己網路的問題，但是不管是用手機還是其他方式。讀取的時間真的很明顯長了非常多!!!!
",0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,天下歸心,ms0505894,2022-11-22 23:15:07,ㄜ⋯⋯如圖封測更新檔在跑了一段時間後就會自動死機下載失敗的文件在900-950之間都有有遇到類似狀況的嗎( ･᷄ὢ･᷅ ),0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,大威,l0972835435,2022-11-22 14:06:21,主線過0-8後要取貓的名字，原本只是嘗試一個帶有「翠」的名字竟然被告知有問題，結果我心血來潮試了許多，發現這禁字還真不少本來還想試更多的，結果打了一個更讓我意外的名字反而過了（放圖，不打出來了），不然還想看看到底能有多少禁字的，不過只能說防不勝防啊不過說認真的，設這麼多敏感字真的很沒有意義啊，希望只是目前沿用陸版的數據和審查系統，到時候上線如果還是這種審查方式，我應該就不玩了，即便再好玩也無法彌補這個「文字審查」扣的印象分數（更）我標題內容好像讓許多人誤會，我自己也玩過許多台灣代理的對岸遊戲，「翠」這個字我沒有想到會被禁，所以才有感而發，希望大家冷靜看待，若有冒犯，我先道歉但話說回來，我能接受你們對我的任何指教，也希望你們能接受我只是表達看法的立場與心情以及顧及我的言論自由為前提與我交流，謝謝指教，平安喜樂,9,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,gaxo,GAXO,2022-11-22 13:07:03,首十抽必定是麥沙+9個垃圾嗎？,0,0
floor,user_name,user_id,publish_time,content,gp_count,bp_count
1,Nailo(奈洛),su770321,2022-11-22 11:58:39,"
都要到封測的時間了官網表示要用TAPTAP下載ios版可是IOS沒辦法下載TAPTAP....有人知道怎麼用嗎？
",0,0
,,,,革命式正統派RPG《鈴蘭之劍：為這和平的世界》 一起加入鈴蘭之劍，為鈴蘭小鎮奮鬥吧！,,
,,,,【巴哈】輕鬆不放縱，哈啦園地有賴你我共同維繫,,
,,,,【問題】榮耀之戰（競技場）一起擺爛拿好獎勵！？,,
,,,,【問題】第四天，想問常用隊伍安排跟後續發展,,
,,,,【心得】命運的螺旋… 劇情..,,
,,,,【情報】8/13 新增兩序號,,
,,,,【討論】百抽之後，你還是歐洲人嗎? 歐洲人集中串,,
,,,,【情報】互相建設，你幫我我幫你,,
,,,,【閒聊】免費SSR角技能配置、首抽角,,
,,,,【閒聊】活動序號 有需要的放下面我也會幫忙按,,
,,,,【心得】分享3-15困難 攻略 麥莎必備,,
,,,,【問題】這款遊戲跟其他戰棋手遊的優缺?,,
,,,,【其他】萌新初始推荐榜&节奏榜，随机抽取一名幸运观众来wiki写攻略（doge）,,
,,,,【討論】關於貝拉技能研究,,
,,,,【情報】SSR裝備技能分享串(歡迎一起分享),,
,,,,【閒聊】原來還是有些物件可以互動w,,
,,,,【心得】撇去活動 無課一個月可以存多少抽 這邊打給你看 正確算法在2樓,,
,,,,【其他】麻煩大家人手置頂— 垃圾營運，TAPTAP 1000旅人經驗序號事件,,
,,,,【問題】新手開局，這個陣容可以嗎？,,
,,,,【問題】有文件下載失敗進不了遊戲,,
,,,,【問題】命運的螺旋-維護穩定43,,
,,,,【閒聊】想看看大家的塔羅之語,,
,,,,【問題】保底怎麼算？ 看不懂,,
,,,,【問題】請問群補會釋放塔羅女皇優雅的被動嗎?,,
,,,,【問題】征服之塔需要壓層數嗎？？,,
,,,,【募集】鈴蘭之劍 好友募集串,,
,,,,【攻略】命運的螺旋攻略介紹，圖多、字多～,,
,,,,【閒聊】巴哈建設募集活動-幫忙按,,
,,,,【討論】35等陣容光環是否能疊加,,
,,,,【心得】這款遊戲真他媽佛心,,
,,,,【問題】過12點壓秒過塔關卡 拿不到首通獎勵@@,,
,,,,title,,
,,,,革命式正統派RPG《鈴蘭之劍：為這和平的世界》 一起加入鈴蘭之劍，為鈴蘭小鎮奮鬥吧！,,
,,,,【巴哈】輕鬆不放縱，哈啦園地有賴你我共同維繫,,
,,,,【問題】榮耀之戰（競技場）一起擺爛拿好獎勵！？,,
,,,,【問題】第四天，想問常用隊伍安排跟後續發展,,
,,,,【心得】命運的螺旋… 劇情..,,
,,,,【情報】8/13 新增兩序號,,
,,,,【討論】百抽之後，你還是歐洲人嗎? 歐洲人集中串,,
,,,,【情報】互相建設，你幫我我幫你,,
,,,,【閒聊】免費SSR角技能配置、首抽角,,
,,,,【閒聊】活動序號 有需要的放下面我也會幫忙按,,
,,,,【心得】分享3-15困難 攻略 麥莎必備,,
,,,,【問題】這款遊戲跟其他戰棋手遊的優缺?,,
,,,,【其他】萌新初始推荐榜&节奏榜，随机抽取一名幸运观众来wiki写攻略（doge）,,
,,,,【討論】關於貝拉技能研究,,
,,,,【情報】SSR裝備技能分享串(歡迎一起分享),,
,,,,【閒聊】原來還是有些物件可以互動w,,
,,,,【心得】撇去活動 無課一個月可以存多少抽 這邊打給你看 正確算法在2樓,,
,,,,【其他】麻煩大家人手置頂— 垃圾營運，TAPTAP 1000旅人經驗序號事件,,
,,,,【問題】新手開局，這個陣容可以嗎？,,
,,,,【問題】有文件下載失敗進不了遊戲,,
,,,,【問題】命運的螺旋-維護穩定43,,
,,,,【閒聊】想看看大家的塔羅之語,,
,,,,【問題】保底怎麼算？ 看不懂,,
,,,,【問題】請問群補會釋放塔羅女皇優雅的被動嗎?,,
,,,,【問題】征服之塔需要壓層數嗎？？,,
,,,,【募集】鈴蘭之劍 好友募集串,,
,,,,【攻略】命運的螺旋攻略介紹，圖多、字多～,,
,,,,【閒聊】巴哈建設募集活動-幫忙按,,
,,,,【討論】35等陣容光環是否能疊加,,
,,,,【心得】這款遊戲真他媽佛心,,
,,,,【問題】過12點壓秒過塔關卡 拿不到首通獎勵@@,,
,,,,【問題】過12點壓秒過塔關卡 拿不到首通獎勵@@,,
,,,,【攻略】愚者的旅程、交錯的世界 封測各關卡通關合集(逐步更改為正式版本中),,
,,,,【討論】關於命運螺旋的用處,,
,,,,【問題】交錯的世界 高額獎勵要怎麼拿阿,,
,,,,【問題】法皇線有分支嗎?,,
,,,,【問題】刷經驗,,
,,,,【問題】首抽少了三次？,,
,,,,【問題】求大們幫健檢,,
,,,,【問題】生命汲取會被禁療影響嗎？,,
,,,,【心得】《鈴蘭之劍：為這和平的世界》遊戲介紹 無課玩家體驗心得,,
,,,,【問題】原來只有台灣玩家才可以用MyCard儲值,,
,,,,【問題】命運的螺旋發現BUG 小心用ESC,,
,,,,【心得】鈴蘭之劍 教會我們的事情,,
,,,,【閒聊】各位洛基們  看好了,,
,,,,【討論】我從來未玩過一隻遊戲這麼難抽！！190隻單池0ssr,,
,,,,【分享】《鈴蘭之劍》Coser,,
,,,,【心得】開荒需知！全SSR解說｜保母級攻略 首抽選擇？（附圖 文 粵語）,,
,,,,【問題】請問北山產晶石跟光輝晶石,,
,,,,【攻略】第七天任務的旗子是家具記得放到家裡,,
,,,,【問題】為啥有的選項 不給選,,
,,,,【問題】問一下 陣營 發動條件是?,,
,,,,【討論】戰術問題,,
,,,,【情報】每日新生祝福任務,,
,,,,【問題】T0隊伍是伊莉亞+鈴蘭之劍陣營嗎,,
,,,,【問題】命運螺旋卡關求教。。,,
,,,,【心得】微課數網號求送出,,
,,,,【閒聊】非洲大樓,,
,,,,【問題】希望晶石(抽角的鑽),,
,,,,【攻略】2-9-1 魯菲特的目光 平民隊伍攻略 (更新2-14-2 城市的敵意2),,
,,,,【閒聊】《鈴蘭之劍》直播中，一起來玩吧~(內附部分關卡過關連結),,
,,,,title,,
,,,,革命式正統派RPG《鈴蘭之劍：為這和平的世界》 一起加入鈴蘭之劍，為鈴蘭小鎮奮鬥吧！,,
,,,,【巴哈】輕鬆不放縱，哈啦園地有賴你我共同維繫,,
,,,,【問題】榮耀之戰（競技場）一起擺爛拿好獎勵！？,,
,,,,【問題】第四天，想問常用隊伍安排跟後續發展,,
,,,,【心得】命運的螺旋… 劇情..,,
,,,,【情報】8/13 新增兩序號,,
,,,,【討論】百抽之後，你還是歐洲人嗎? 歐洲人集中串,,
,,,,【情報】互相建設，你幫我我幫你,,
,,,,【閒聊】免費SSR角技能配置、首抽角,,
,,,,【閒聊】活動序號 有需要的放下面我也會幫忙按,,
,,,,【心得】分享3-15困難 攻略 麥莎必備,,
,,,,【問題】這款遊戲跟其他戰棋手遊的優缺?,,
,,,,【其他】萌新初始推荐榜&节奏榜，随机抽取一名幸运观众来wiki写攻略（doge）,,
,,,,【討論】關於貝拉技能研究,,
,,,,【情報】SSR裝備技能分享串(歡迎一起分享),,
,,,,【閒聊】原來還是有些物件可以互動w,,
,,,,【心得】撇去活動 無課一個月可以存多少抽 這邊打給你看 正確算法在2樓,,
,,,,【其他】麻煩大家人手置頂— 垃圾營運，TAPTAP 1000旅人經驗序號事件,,
,,,,【問題】新手開局，這個陣容可以嗎？,,
,,,,【問題】有文件下載失敗進不了遊戲,,
,,,,【問題】命運的螺旋-維護穩定43,,
,,,,【閒聊】想看看大家的塔羅之語,,
,,,,【問題】保底怎麼算？ 看不懂,,
,,,,【問題】請問群補會釋放塔羅女皇優雅的被動嗎?,,
,,,,【問題】征服之塔需要壓層數嗎？？,,
,,,,【募集】鈴蘭之劍 好友募集串,,
,,,,【攻略】命運的螺旋攻略介紹，圖多、字多～,,
,,,,【閒聊】巴哈建設募集活動-幫忙按,,
,,,,【討論】35等陣容光環是否能疊加,,
,,,,【心得】這款遊戲真他媽佛心,,
,,,,【問題】過12點壓秒過塔關卡 拿不到首通獎勵@@,,
,,,,【問題】過12點壓秒過塔關卡 拿不到首通獎勵@@,,
,,,,【攻略】愚者的旅程、交錯的世界 封測各關卡通關合集(逐步更改為正式版本中),,
,,,,【討論】關於命運螺旋的用處,,
,,,,【問題】交錯的世界 高額獎勵要怎麼拿阿,,
,,,,【問題】法皇線有分支嗎?,,
,,,,【問題】刷經驗,,
,,,,【問題】首抽少了三次？,,
,,,,【問題】求大們幫健檢,,
,,,,【問題】生命汲取會被禁療影響嗎？,,
,,,,【心得】《鈴蘭之劍：為這和平的世界》遊戲介紹 無課玩家體驗心得,,
,,,,【問題】原來只有台灣玩家才可以用MyCard儲值,,
,,,,【問題】命運的螺旋發現BUG 小心用ESC,,
,,,,【心得】鈴蘭之劍 教會我們的事情,,
,,,,【閒聊】各位洛基們  看好了,,
,,,,【討論】我從來未玩過一隻遊戲這麼難抽！！190隻單池0ssr,,
,,,,【分享】《鈴蘭之劍》Coser,,
,,,,【心得】開荒需知！全SSR解說｜保母級攻略 首抽選擇？（附圖 文 粵語）,,
,,,,【問題】請問北山產晶石跟光輝晶石,,
,,,,【攻略】第七天任務的旗子是家具記得放到家裡,,
,,,,【問題】為啥有的選項 不給選,,
,,,,【問題】問一下 陣營 發動條件是?,,
,,,,【討論】戰術問題,,
,,,,【情報】每日新生祝福任務,,
,,,,【問題】T0隊伍是伊莉亞+鈴蘭之劍陣營嗎,,
,,,,【問題】命運螺旋卡關求教。。,,
,,,,【心得】微課數網號求送出,,
,,,,【閒聊】非洲大樓,,
,,,,【問題】希望晶石(抽角的鑽),,
,,,,【攻略】2-9-1 魯菲特的目光 平民隊伍攻略 (更新2-14-2 城市的敵意2),,
,,,,【閒聊】《鈴蘭之劍》直播中，一起來玩吧~(內附部分關卡過關連結),,
,,,,【其他】非洲人分享mycard轉扣點活動序號 8點45分更新7組新序號,,
,,,,【閒聊】希望這遊戲的載入可以快一些,,
,,,,【討論】說好的事前預約獎勵呢???,,
,,,,【心得】強烈建議不要抽武器池,,
,,,,【情報】免費給的傳說級角色拉維耶強嗎?,,
,,,,【問題】請問命運的螺旋顯示本周結束，拉維耶任務要如何解？,,
,,,,【問題】求發展方向,,
,,,,【攻略】拓荒好用角色介紹影片(陸續製作中),,
,,,,【攻略】請問一下爬塔,,
,,,,【問題】【為什麼支那三流遊戲，竟在台灣如此火爆？】,,
,,,,【心得】SR史詩角推薦丨認識光環丨認識戰棋特性！還是科爾光環最高？,,
,,,,【閒聊】第三章主線通關紀錄分享(更新至3-5),,
,,,,【心得】這遊戲87%參考天地劫 那抽卡福利呢 比較看看,,
,,,,【討論】一堆有錢人！,,
,,,,【問題】有人分享一下怎樣才能經歷戰雲密布或斬首行動嗎?,,
,,,,【心得】不容少看的Ｒ角色分析及推薦｜非洲酉長最強攻略｜隨時傷害比SSR角高!? （有字幕）,,
,,,,【心得】記憶碎片等級30掉落量,,
,,,,【心得】小心保底的文字遊戲 不是保你沒有的 是保你這池沒中過的,,
,,,,【心得】新手團長到任三天心得,,
,,,,【問題】200抽保底？,,
,,,,【情報】目前版本英雄評價,,
,,,,【討論】我對於昨天為這遊戲護航致歉,,
,,,,【問題】這是認真的嗎,,
,,,,【情報】已開新帖,,
,,,,【問題】關於領悟之力多開技能,,
,,,,【心得】這一定要曬,,
,,,,【討論】抽角時的塔羅牌作用,,
,,,,【閒聊】tap的一點攻略情報,,
,,,,【問題】請問各角色升階左右走法,,
,,,,【問題】新手質檢文,,
,,,,title,,
,,,,革命式正統派RPG《鈴蘭之劍：為這和平的世界》 一起加入鈴蘭之劍，為鈴蘭小鎮奮鬥吧！,,
